movie_id,tags,title,overview,cast,crew,popularity_log_norm,year,imdb_score,rt_score,top_recommendations
49520,dave marri man two kid love wife mitch singl man prime sexual life one fate night mitch dave pee fountain lightn strike switch bodi comedi jealousi chanc wish chang manchang co-work body-swap oliviawild ryanreynold jasonbateman daviddobkin,The Change-Up,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.","['OliviaWilde', 'RyanReynolds', 'JasonBateman']",['DavidDobkin'],0.5160007267015109,2011,6.3,26.0,"[1283, 3192, 893, 802, 1535, 2751, 3635, 1769, 2909, 1637]"
1850,film life career eccentr avant gard comedian andi kaufman comedi drama romanc showbusi comedian wrestl jimcarrey courtneylov bobzmuda milošforman,Man on the Moon,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.","['JimCarrey', 'CourtneyLove', 'BobZmuda']",['MilošForman'],0.4775516456117228,1999,7.4,64.0,"[3515, 2502, 2722, 3101, 2685, 1741, 966, 4045, 952, 2248]"
524,life gambl paradis la vega dark mafia underbelli drama crime poker drugabus 1970 overdos illegalprostitut robertdeniro sharonston joepesci martinscorses,Casino,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,"['RobertDeNiro', 'SharonStone', 'JoePesci']",['MartinScorsese'],0.548211546675641,1995,8.2,79.0,"[1641, 1807, 872, 1367, 2621, 1226, 3155, 4033, 2721, 3943]"
26389,jame rees good job ambassador aid franc real passion side gig work minor role cia would love full fledg agent believ luck land assign charli wax trigger happi charli soon jame cri desk job learn guy tri catch jame realiz charli may hope surviv action crime thriller pari cia undercov explos pimp ambassador antihero revel french politician firearm decept carcrash gang johntravolta jonathanrhysmey kasiasmutniak pierremorel,From Paris with Love,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.","['JohnTravolta', 'JonathanRhysMeyers', 'KasiaSmutniak']",['PierreMorel'],0.4964327184884891,2010,6.4,37.0,"[2942, 2492, 421, 1149, 1564, 1639, 1554, 1791, 1707, 1826]"
11817,mysteri immort tibetan kung fu master spent last year travel around world protect ancient scroll ultim mentor selfish street kid ancient intricaci kung fu action comedi fantasi monk homelessperson inject fall knifefight scroll theforc seannwilliamscott jaimek karelroden paulhunt,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.","['SeannWilliamScott', 'JaimeKing', 'KarelRoden']",['PaulHunter'],0.4109766657480903,2003,5.5,23.0,"[2122, 135, 2891, 179, 50, 829, 188, 708, 152, 1626]"
2123,rhode island state trooper charli baileyg multipl person disord one person crazi aggress friendli laid back person fall love woman name iren charli lose medic comedi schizophrenia ex-cop aftercreditssting duringcreditssting jimcarrey renéezellweg anthonyanderson bobbyfarrelli peterfarrelli,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.","['JimCarrey', 'RenéeZellweger', 'AnthonyAnderson']","['BobbyFarrelly', 'PeterFarrelly']",0.5443324631116636,2000,6.6,48.0,"[1826, 1163, 2126, 610, 1740, 2951, 2001, 2914, 3941, 828]"
9907,thing get crazi farm boister bovin name oti voic kevin jame save day comput anim tale anim barnyard sing danc parti oti stern dad sam elliott warn crew keep cool around human troublemak oti rare listen pop farmer disappear anim go nutti young cow realiz must stop mad anim comedi famili peasant farm cow cojot famili courteneycox kevinjam samelliott steveoedekerk,Barnyard,"When things get crazy at the farm, it's up to a boisterous bovine named Otis (voiced by Kevin James) to save the day in this computer-animated tale. The animals in this barnyard sing, dance and party, but Otis's stern dad (Sam Elliott) warns the crew to keep their cool around humans. Troublemaker Otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness.","['CourteneyCox', 'KevinJames', 'SamElliott']",['SteveOedekerk'],0.3594434141212696,2006,5.6,23.0,"[253, 1643, 504, 454, 425, 192, 1399, 1816, 34, 2224]"
9969,two neighbor one decor hous holiday brightli seen space comedi famili holiday massachusett neighbor christma dannydevito matthewbroderick kristindavi johnwhitesel,Deck the Halls,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,"['DannyDeVito', 'MatthewBroderick', 'KristinDavis']",['JohnWhitesell'],0.2860536791904265,2006,5.1,6.0,"[917, 528, 1856, 2278, 3639, 2649, 2248, 4309, 830, 435]"
18239,fork washington resid bella swan reel departur vampir love edward cullen find comfort friendship jacob black werewolf know thrust centuri old conflict desir edward cost lead take greater greater risk adventur fantasi drama romanc moon cinema vampir werewolf fangvamp kristenstewart robertpattinson taylorlautn chrisweitz,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.","['KristenStewart', 'RobertPattinson', 'TaylorLautner']",['ChrisWeitz'],0.6732650093233494,2009,4.8,28.0,"[606, 1311, 170, 1976, 1093, 592, 1363, 2533, 856, 1894]"
808,easi bein green especi likabl albeit smelli ogr name shrek mission retriev gorgeou princess clutch fire breath dragon shrek team unlik compatriot wisecrack donkey adventur anim comedi famili fantasi magic liber lordship castl robinhood enchant fairy-talefigur princess parodi womandirector ogr mikemy eddiemurphi camerondiaz andrewadamson vickyjenson,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","['MikeMyers', 'EddieMurphy', 'CameronDiaz']","['AndrewAdamson', 'VickyJenson']",0.6232957931728279,2001,7.9,88.0,"[84, 560, 1661, 104, 122, 185, 349, 826, 697, 387]"
38050,man glimps futur fate plan choos fight destini battl power adjust bureau across street new york risk destin great woman ever love sciencefict thriller romanc hotel dancer hat senat futur honesti plan kiss speech marriag politician alon fate footchas covertag courthous politicalcampaign basedonshortstori mattdamon emilyblunt johnslatteri georgenolfi,The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.","['MattDamon', 'EmilyBlunt', 'JohnSlattery']",['GeorgeNolfi'],0.4895972871983151,2011,7.0,72.0,"[3143, 106, 1637, 41, 1067, 299, 2229, 2406, 2555, 900]"
8367,dastardli sheriff nottingham murder robin father legendari archer vow vengeanc accomplish mission robin join forc band exil villag come maid marian togeth battl end evil sheriff reign terror adventur england crusad merci robinhood folkhero kevincostn morganfreeman christianslat kevinreynold,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.","['KevinCostner', 'MorganFreeman', 'ChristianSlater']",['KevinReynolds'],0.50089456514133,1991,6.9,51.0,"[3405, 292, 243, 2562, 50, 3389, 21, 176, 1796, 805]"
9390,jerri maguir use typic sport agent will anyth could get biggest possibl contract client plu nice commiss one day suddenli second thought realli voic doubt end lose job client save rod tidwel egomaniac footbal player comedi drama romanc stadium career sport sportsag tomcruis cubagoodingjr. renéezellweg cameroncrow,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.","['TomCruise', 'CubaGoodingJr.', 'RenéeZellweger']",['CameronCrowe'],0.4918886283088484,1996,7.3,85.0,"[2473, 1822, 1344, 2737, 2558, 2587, 3773, 881, 788, 1580]"
72105,john bennett man whose childhood wish bring teddi bear life came true must decid keep relationship bear girlfriend lori comedi fantasi friendship love teddybear toycomestolif wishescometru markwahlberg milakuni sethmacfarlan sethmacfarlan,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.","['MarkWahlberg', 'MilaKunis', 'SethMacFarlane']",['SethMacFarlane'],0.6266676540501985,2012,6.9,69.0,"[835, 802, 2123, 2694, 3419, 1826, 3192, 1004, 880, 550]"
2898,new york citi melvin udal cranki bigot obsess compuls writer find life turn upsid neighbor gay artist simon hospit dog entrust melvin addit carol waitress toler must leav work care sick son make imposs melvin eat breakfast comedi romanc singlepar waitress lonewolf friendship neighbor author cowardli writer dog rude obnoxi unlikelyfriendship noodlesalad jacknicholson helenhunt gregkinnear jamesl.brook,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.","['JackNicholson', 'HelenHunt', 'GregKinnear']",['JamesL.Brooks'],0.5401534625902612,1997,7.7,86.0,"[952, 2636, 3640, 2182, 1496, 2837, 2508, 1269, 1704, 4175]"
10312,meet patch adam doctor look act think like doctor met patch humor best medicin will anyth make patient laugh even mean risk career comedi drama nurs hospit doctor laughter robinwilliam philipseymourhoffman bobgunton tomshadyac,Patch Adams,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.","['RobinWilliams', 'PhilipSeymourHoffman', 'BobGunton']",['TomShadyac'],0.5309617835635634,1998,6.8,21.0,"[764, 4166, 4104, 1622, 1289, 3078, 1373, 3273, 1518, 434]"
109443,behind san diego top rate newsman ron burgundi return take new york first hour news channel storm comedi journal mustach tvnew newsroom gangwarfar aftercreditssting newsspoof tvnewsanchor willferrel stevecarel paulrudd adammckay,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.","['WillFerrell', 'SteveCarell', 'PaulRudd']",['AdamMcKay'],0.5410616241177765,2013,6.3,74.0,"[1806, 2567, 356, 2262, 1686, 790, 1760, 1215, 1357, 2471]"
2022,longfellow deed small town pizzeria owner poet inherit billion deceas uncl quickli begin roll differ kind dough move big citi deed find besieg opportunist gun piec pie babe televis tabloid report pose innoc small town girl expo deed comedi romanc lovelett newhampshir ferrari liar citycountrycontrast inherit billionair newyorkc kind fabl appletre corporatetakeov chryslerbuild adamsandl winonaryd johnturturro stevenbril,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.","['AdamSandler', 'WinonaRyder', 'JohnTurturro']",['StevenBrill'],0.4353844724669558,2002,5.8,22.0,"[593, 2558, 2051, 1853, 790, 1918, 1793, 1928, 2513, 3748]"
37686,ohio sever youngster make zombi movi super camera midst film friend wit horrifi train derail lucki escap live soon discov catastroph accid seri unexplain event disappear soon follow deputi jackson lamb father one kid search terrifi truth behind crash thriller sciencefict mysteri 1970 secret alien traincrash pistol firecrack duringcreditssting joelcourtney ellefan rileygriffith j.j.abram,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.","['JoelCourtney', 'ElleFanning', 'RileyGriffiths']",['J.J.Abrams'],0.5370239479823357,2011,7.0,81.0,"[1787, 540, 763, 1250, 1477, 363, 4259, 961, 1973, 3462]"
462,twice divorc mother three see injustic take bad guy win littl help push bra erin goe work attorney come across medic record describ ill cluster one nearbi town start investig soon expos monument cover drama biographi basedontruestori singlemoth waterpollut environmentallaw juliarobert albertfinney aaroneckhart stevensoderbergh,Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.","['JuliaRoberts', 'AlbertFinney', 'AaronEckhart']",['StevenSoderbergh'],0.5083478917374085,2000,7.4,85.0,"[3270, 1586, 1192, 2463, 905, 1670, 3381, 2541, 2889, 2131]"
9919,advic columnist andi anderson kate hudson tri push boundari write new piec get man leav day editor lana bebe neuwirth love andi goe find man use experi enter execut ben berri matthew mcconaughey confid romant prowess think make woman fall love day andi ben meet plan backfir comedi romanc newyork bet journalist therapist advertisingexpert relationship katehudson matthewmcconaughey kathrynhahn donaldpetri,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.","['KateHudson', 'MatthewMcConaughey', 'KathrynHahn']",['DonaldPetrie'],0.4740917696003978,2003,6.5,42.0,"[1741, 1826, 1163, 2415, 2696, 802, 42, 1082, 3194, 3192]"
187017,make way high school twice big chang store offic schmidt jenko go deep undercov local colleg jenko meet kindr spirit footbal team schmidt infiltr bohemian art major scene begin question partnership crack case figur matur relationship two overgrown adolesc grow freshmen real men colleg might best thing ever happen crime comedi action highschool undercovercop buddycomedi aftercreditssting duringcreditssting jonahhil channingtatum davefranco phillord christophermil,22 Jump Street,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","['JonahHill', 'ChanningTatum', 'DaveFranco']","['PhilLord', 'ChristopherMiller']",0.5869209116105749,2014,7.0,84.0,"[1102, 3283, 2315, 2989, 1476, 2711, 1940, 693, 3681, 1889]"
628,vampir relat epic life stori love betray loneli dark hunger curiou report horror romanc pari sanfrancisco vampir plantat piti bite fangvamp bradpitt tomcruis kirstendunst neiljordan,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","['BradPitt', 'TomCruise', 'KirstenDunst']",['NeilJordan'],0.5806591954635513,1994,7.5,63.0,"[170, 2415, 606, 856, 1991, 1042, 1150, 592, 1976, 1687]"
10201,carl allen stumbl across way shake free post divorc blue dead end job embrac life say ye everyth comedi bungee-jump scooter jimcarrey zooeydeschanel rhysdarbi peytonre,Yes Man,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,"['JimCarrey', 'ZooeyDeschanel', 'RhysDarby']",['PeytonReed'],0.5612164604837049,2008,6.8,45.0,"[2258, 66, 3664, 952, 4359, 690, 881, 3388, 2248, 702]"
302699,reunit old pal facebook mild manner account lure world intern espionag action comedi spi cia espionag highschoolreunion referencetofacebook account dwaynejohnson kevinhart amyryan rawsonmarshallthurb,Central Intelligence,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.","['DwayneJohnson', 'KevinHart', 'AmyRyan']",['RawsonMarshallThurber'],0.56597470810466,2016,6.3,71.0,"[1732, 40, 1667, 421, 591, 186, 2774, 589, 1156, 667]"
9441,jacki divorc mother two isabel career mind girlfriend jacki ex husband luke forc role unwelcom stepmoth children jacki discov ill women realis must put asid differ find common ground celebr life fullest chanc drama romanc divorc rebelliousdaught freezefram custodi schoolplay photoshoot juliarobert susansarandon edharri chriscolumbu,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.","['JuliaRoberts', 'SusanSarandon', 'EdHarris']",['ChrisColumbus'],0.4211905473326008,1998,6.8,44.0,"[3094, 2383, 702, 2396, 4359, 3192, 2705, 4070, 3524, 1556]"
274167,stori mild manner radio execut ferrel strive becom best stepdad ever wife two children complic ensu freewheel freeload real father arriv forc stepdad compet affect kid comedi daddyshom willferrel markwahlberg lindacardellini seanand,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.","['WillFerrell', 'MarkWahlberg', 'LindaCardellini']",['SeanAnders'],0.5429051907713703,2015,6.2,31.0,"[3524, 229, 2914, 1739, 1933, 1652, 3486, 1140, 800, 2650]"
224141,wood fill magic fairi tale charact baker wife set end curs put neighbor spite witch fantasi comedi music witch cinderella princ fairytal music princess sondheim curs basedonstagemus beanstalk duringcreditssting redridinghood merylstreep emilyblunt jamescorden robmarshal,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.","['MerylStreep', 'EmilyBlunt', 'JamesCorden']",['RobMarshall'],0.6202451018386776,2014,5.9,70.0,"[2274, 1683, 481, 387, 3739, 1396, 1661, 573, 1699, 2174]"
388,bank robber dalton russel enter manhattan bank lock door take hostag work method without hast detect frazier assign negoti mind occupi corrupt charg face armi polic surround bank thief cop high profil fixer enter high stake negoti crime drama thriller bankmanag kidnap nazibackground document ultimatum courtcas heist financialtransact denzelwashington cliveowen jodiefost spikele,Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.","['DenzelWashington', 'CliveOwen', 'JodieFoster']",['SpikeLee'],0.5656610692714729,2006,7.6,86.0,"[533, 514, 940, 2241, 3966, 296, 1347, 281, 529, 1038]"
2112,friend like need enemi question bad guy porter left ask wife partner steal heist money leav dead think five month endless reservoir bitter later porter partner crook cop tail learn bad payback drama action thriller crime newyork heroin money crimin melgibson kriskristofferson gregghenri brianhelgeland,Payback,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","['MelGibson', 'KrisKristofferson', 'GreggHenry']",['BrianHelgeland'],0.4301721064935381,1999,7.1,56.0,"[3943, 638, 3725, 3503, 3259, 3911, 514, 3139, 623, 2387]"
10329,eight peopl embark expedit congo mysteri expans unexplor africa human greed law natur gone berserk thrill seeker ulterior motiv stumbl across race killer ape action adventur drama mysteri sciencefict thriller gorilla kongo diamondmin diamond lauralinney dylanwalsh erniehudson frankmarshal,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","['LauraLinney', 'DylanWalsh', 'ErnieHudson']",['FrankMarshall'],0.3635816912376058,1995,5.3,23.0,"[4193, 276, 2493, 2835, 2761, 559, 929, 2863, 1295, 165]"
74465,benjamin lost wife bid start life purchas larg hous zoo welcom news daughter son happi zoo need renov benjamin set work head keeper rest staff zoo soon run financi troubl drama comedi famili zoo mattdamon scarlettjohansson thomashadenchurch cameroncrow,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.","['MattDamon', 'ScarlettJohansson', 'ThomasHadenChurch']",['CameronCrowe'],0.5429536887647544,2011,7.0,64.0,"[504, 828, 1535, 244, 682, 1689, 690, 1709, 4335, 3537]"
13811,teacher open time capsul dug son elementari school chill predict alreadi occur other lead believ famili play role event unfold action adventur drama mysteri sciencefict thriller cataclysm code suspens endoftheworld timecapsul astrophysicist grievingwidow lexingtonmassachusett westfordmassachusett predict research number news nicolascag rosebyrn chandlercanterburi alexproya,Knowing,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,"['NicolasCage', 'RoseByrne', 'ChandlerCanterbury']",['AlexProyas'],0.5189994971785548,2009,6.2,35.0,"[4330, 28, 910, 3540, 843, 273, 2659, 559, 1620, 1479]"
6877,tripp attract man thirti still live parent al sue tripp best friend demo ace also still live parent home seem proud al sue happi howev fascin friend whose adult son recent move away home reveal hire expert arrang matter happier result comedi hotelmom romanticcomedi lie livingwithpar pretendrelationship matthewmcconaughey sarahjessicapark zooeydeschanel tomdey,Failure to Launch,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.","['MatthewMcConaughey', 'SarahJessicaParker', 'ZooeyDeschanel']",['TomDey'],0.4405768861484494,2006,5.7,23.0,"[1795, 2627, 2024, 3963, 1545, 4196, 4175, 1786, 3221, 491]"
10320,rachel keller must prevent evil samara take possess son soul drama horror thriller nun basedonnovel bathtub nightmar son sequel remak vision goodvsevil womanreport mentalinstitut videotap evilchild naomiwatt simonbak elizabethperkin hideonakata,The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,"['NaomiWatts', 'SimonBaker', 'ElizabethPerkins']",['HideoNakata'],0.5169731909833095,2005,5.4,21.0,"[3488, 3013, 1798, 2638, 2725, 1622, 3537, 2222, 3057, 2880]"
50646,cal weaver live american dream good job beauti hous great children beauti wife name emili cal seemingli perfect life unravel howev learn emili unfaith want divorc suddenli singl cal adrift fickl world date enter jacob palmer self style player take cal wing teach hit ladi comedi drama romanc soulmat midlifecrisi marriagecrisi woman lawschool crazi relationship stevecarel juliannemoor ryangosl glennficarra johnrequa,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.","['SteveCarell', 'JulianneMoore', 'RyanGosling']","['GlennFicarra', 'JohnRequa']",0.5405540797552316,2011,7.4,79.0,"[2552, 1366, 4041, 1163, 3234, 2181, 3926, 3192, 229, 3080]"
8920,garfield fat lazi lasagna lover everyth cat could want jon effort impress liz vet old high school crush adopt dog name odi bring home garfield get one thing want competit anim comedi famili competit moder lasagn garfield billmurray breckinmey jenniferlovehewitt peterhewitt,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.","['BillMurray', 'BreckinMeyer', 'JenniferLoveHewitt']",['PeterHewitt'],0.4318409836709807,2004,8.5,0.0,"[759, 459, 1509, 2341, 810, 426, 2252, 1555, 263, 454]"
13673,luther krank fed commerci christma decid skip holiday go vacat wife instead daughter decid last minut come home must put togeth holiday celebr comedi famili holiday christma timallen jamieleecurti danaykroyd joeroth,Christmas with the Kranks,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.","['TimAllen', 'JamieLeeCurtis', 'DanAykroyd']",['JoeRoth'],0.3429911986974097,2004,5.5,5.0,"[887, 2278, 2248, 4309, 3639, 630, 209, 1803, 1856, 2031]"
60308,stori oakland athlet gener manag billi bean success attempt put togeth basebal team budget employ comput gener analysi draft player drama underdog basedonnovel basebal teamwork sport partner meet oaklandcalifornia strategi voiceov statist bradpitt jonahhil philipseymourhoffman bennettmil,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.","['BradPitt', 'JonahHill', 'PhilipSeymourHoffman']",['BennettMiller'],0.5686955054010161,2011,7.6,94.0,"[1152, 1365, 767, 1822, 1142, 2192, 1871, 3897, 224, 2690]"
6950,deadli airborn viru find way usa start kill peopl epidem rate col sam daniel job stop viru spread small town must quarantin prevent reaction white hous action drama sciencefict thriller river gener research armi serum monkey epidem medicalresearch dustinhoffman renerusso morganfreeman wolfgangpetersen,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","['DustinHoffman', 'ReneRusso', 'MorganFreeman']",['WolfgangPetersen'],0.508583907270359,1995,6.6,59.0,"[713, 114, 1462, 2714, 3074, 843, 537, 3653, 497, 3518]"
225574,bill mark burn veteran air marshal servic view assign life save duti desk job sky howev today flight routin trip shortli transatlant journey new york london receiv seri mysteri text messag order govern transfer million secret account passeng die everi minut action thriller mysteri airplan conspiraci airplanecrash cellphon hijack onenight mysterykil liamneeson juliannemoor scootmcnairi jaumecollet-serra,Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.","['LiamNeeson', 'JulianneMoore', 'ScootMcNairy']",['JaumeCollet-Serra'],0.6543575633206817,2014,6.9,62.0,"[2263, 1418, 1769, 1067, 751, 3443, 138, 1751, 126, 450]"
13836,taxi driver get bargain pick two teen runaway pair possess supernatur power also tri desper escap peopl made target adventur famili fantasi sciencefict thriller action spacecraft laser teleport telekinesi alien militari duringcreditssting supernaturalpow mountain dwaynejohnson annasophiarobb alexanderludwig andyfickman,Race to Witch Mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.","['DwayneJohnson', 'AnnaSophiaRobb', 'AlexanderLudwig']",['AndyFickman'],0.4745681823278203,2009,5.7,42.0,"[320, 92, 2104, 1453, 1620, 3787, 67, 683, 929, 1181]"
752,world great britain becom fascist state mask vigilant known v conduct guerrilla warfar oppress british govern v rescu young woman secret polic find alli continu fight free peopl britain action thriller fantasi detect vatican fascism satan fascist dystopia govern chancellor reveng personificationofsatan tortur hatr maskedvigilant catholic catholicpriest catholicguilt jesuit vengefulspirit activist irishcathol veng jesuitpriest gnostic occult natalieportman hugoweav stephenrea jamesmcteigu,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","['NataliePortman', 'HugoWeaving', 'StephenRea']",['JamesMcTeigue'],0.6566771518755659,2006,8.1,73.0,"[129, 125, 1576, 991, 2845, 9, 1994, 2311, 1089, 2321]"
